id,name_en,name_zh,category_id,cost,fling_power,fling_effect_id,description
710,pinsirite,凯罗斯进化石,44,0,80.0,,"让凯罗斯携带后，
在战斗时就能进行超级进化的
一种神奇超级石。"
711,aerodactylite,化石翼龙进化石,44,0,80.0,,"让化石翼龙携带后，
在战斗时就能进行超级进化的
一种神奇超级石。"
712,lucarionite,路卡利欧进化石,44,0,80.0,,"让路卡利欧携带后，
在战斗时就能进行超级进化的
一种神奇超级石。"
713,abomasite,暴雪王进化石,44,0,80.0,,"让暴雪王携带后，
在战斗时就能进行超级进化的
一种神奇超级石。"
714,kangaskhanite,袋兽进化石,44,0,80.0,,"让袋兽携带后，
在战斗时就能进行超级进化的
一种神奇超级石。"
715,gyaradosite,暴鲤龙进化石,44,0,80.0,,"让暴鲤龙携带后，
在战斗时就能进行超级进化的
一种神奇超级石。"
716,absolite,阿勃梭鲁进化石,44,0,80.0,,"让阿勃梭鲁携带后，
在战斗时就能进行超级进化的
一种神奇超级石。"
717,charizardite-y,喷火龙进化石Ｙ,44,0,80.0,,"让喷火龙携带后，
在战斗时就能进行超级进化的
一种神奇超级石。"
718,alakazite,胡地进化石,44,0,80.0,,"让胡地携带后，
在战斗时就能进行超级进化的
一种神奇超级石。"
719,heracronite,赫拉克罗斯进化石,44,0,80.0,,"让赫拉克罗斯携带后，
在战斗时就能进行超级进化的
一种神奇超级石。"
720,mawilite,大嘴娃进化石,44,0,80.0,,"让大嘴娃携带后，
在战斗时就能进行超级进化的
一种神奇超级石。"
721,manectite,雷电兽进化石,44,0,80.0,,"让雷电兽携带后，
在战斗时就能进行超级进化的
一种神奇超级石。"
722,garchompite,烈咬陆鲨进化石,44,0,80.0,,"让烈咬陆鲨携带后，
在战斗时就能进行超级进化的
一种神奇超级石。"
723,roseli-berry,洛玫果,7,80,10.0,,"让宝可梦携带后，
在受到效果绝佳的妖精属性招式
攻击时，能令其威力减弱。"
724,kee-berry,亚开果,4,80,10.0,3.0,"让宝可梦携带后，
在受到物理招式攻击时，
自己的防御就会提高。"
725,maranga-berry,香罗果,4,80,10.0,3.0,"让宝可梦携带后，
在受到特殊招式攻击时，
自己的特防就会提高。"
726,discount-coupon,折价券,24,20,10.0,,"在时装店买道具时，
能以比平时更低的
价格购买的券。"
727,strange-souvenir,神秘摆设,24,3000,30.0,,"在阿罗拉地区，据说是模仿
古时候被称为守护神的
神奇宝可梦而制作的摆设。"
728,lumiose-galette,密阿雷格雷派饼,30,350,30.0,,"在密阿雷市很受欢迎的点心。
能治愈１只宝可梦的
所有异常状态。"
729,jaw-fossil,颚之化石,35,7000,100.0,,"很久以前生活在地上的
古代宝可梦的化石。
好像是很大的颚的一部分。"
730,sail-fossil,鳍之化石,35,7000,100.0,,"很久以前生活在地上的
古代宝可梦的化石。
好像是头鳍的一部分。"
731,fairy-gem,妖精宝石,42,200,,,"妖精属性的宝石。
携带后，妖精属性的
招式威力会仅增强１次。"
732,adventure-rules,探险心得,21,0,,,"一种小型装置。
里面会自动追加和汇总
训练家在旅行时所需要的各种建议。"
733,elevator-key,电梯钥匙,22,0,,,"可以启动弗拉达利
研究所里电梯的钥匙卡。
上面有着闪焰队的标志。"
734,holo-caster,全息影像通讯器,21,0,,,"可以随时查看接收到的
全息影像数据的装置。"
735,honor-of-kalos,卡洛斯勋章,22,0,,,"颁发给为卡洛斯地区
作出杰出贡献的人的宝贵勋章。"
736,intriguing-stone,似珍石,22,0,,,"在有些人看来
可能会觉得它十分贵重。
非常与众不同的石头。"
737,lens-case,隐形眼镜盒,21,0,,,"可以存放隐形眼镜的，
有点漂亮的盒子。"
738,looker-ticket,帅哥券,22,0,,,"喷有闪闪发光的涂料，
帅哥亲手制作的券。"
739,mega-ring,超级环,21,0,,,"蕴藏着未知力量的圆环。
能让携带着超级石战斗的
宝可梦进行超级进化。"
740,power-plant-pass,发电厂通行证,22,0,,,"该通行证可用作进入
１３号道路上的发电厂时
所需的身份证明。"
741,profs-letter,博士的信,22,0,,,"布拉塔诺博士写给妈妈的信。
上面带有微微的香气。"
742,roller-skates,轮滑鞋,21,0,,,"鞋底下装着滑轮。
能在地面上滑行，
或漂亮地表演特技。"
743,sprinklotad,莲叶童子喷壶,21,0,,,"浇水的道具。
能让埋在松软土壤里的
树果快快长大。"
744,tmv-pass,ＴＭＶ自由票,21,0,,,"可以随时乘坐连接着
密阿雷市和奇楠市的
超高速列车的车票。"
745,tm96,招式学习器９６,37,1000,,,"用尖尖的角刺入对手进行攻击。
攻击必定会命中。"
746,tm97,招式学习器９７,37,1000,,,"用自己的身体狂舞挥打，
给予对手伤害。"
747,tm98,招式学习器９８,37,1000,,,"化悔恨为力量进行攻击。
如果上一回合招式没有打中，
威力就会翻倍。"
748,tm99,招式学习器９９,37,1000,,,"用坚韧的尾巴
猛扫对手进行攻击，
从而降低对手的攻击。"
749,tm100,招式学习器１００,37,5000,,,"和对手进行密语，
使其失去集中力，
从而降低对手的特攻。"
760,latiasite,拉帝亚斯进化石,44,0,80.0,,"让拉帝亚斯携带后，
在战斗时就能进行超级进化的
一种神奇超级石。"
761,latiosite,拉帝欧斯进化石,44,0,80.0,,"让拉帝欧斯携带后，
在战斗时就能进行超级进化的
一种神奇超级石。"
762,common-stone,常见石,23,0,,,"在有些人看来
可能会觉得它十分贵重。
但其实是块普通的石头。"
763,makeup-bag,化妆包,21,0,,,可以存放唇膏的精美小包包。
764,travel-trunk,衣物箱,23,0,,,"能塞入任意时尚物品，
收纳能力极佳的轻箱子。"
765,shalour-sable,娑罗沙布蕾,30,350,30.0,,"娑罗市特产的沙布蕾。
能治愈１只宝可梦的
所有异常状态。"
768,mega-charm,超级坠饰,23,0,,,"蕴藏着未知力量的坠饰。
能让携带着超级石战斗的
宝可梦进行超级进化。"
769,mega-glove,超级手套,23,0,,,"蕴藏着未知力量的手套。
能让携带着超级石战斗的
宝可梦进行超级进化。"
770,devon-parts,得文的物品,22,0,,,"此物品里面放着的是
得文制造的某种零件。"
772,pokeblock-kit,宝可方块套装,21,0,,,"这是树果混合器和宝可方块盒的套装。
树果混合器可利用树果制作宝可方块，
而做好的宝可方块可用宝可方块盒来保存。"
773,key-to-room-1,１号客房的钥匙,22,0,,,"进入海紫堇的房间时
所需的钥匙。"
774,key-to-room-2,２号客房的钥匙,22,0,,,"进入海紫堇的房间时
所需的钥匙。"
775,key-to-room-4,４号客房的钥匙,22,0,,,"进入海紫堇的房间时
所需的钥匙。"
776,key-to-room-6,６号客房的钥匙,22,0,,,"进入海紫堇的房间时
所需的钥匙。"
779,devon-scuba-gear,得文潜水装备,22,0,,,"潜水时装备在身上
用来呼吸氧气的面罩。
得文制造。"
780,contest-costume--jacket,演出礼服,21,0,,,"在华丽现场大赛上演出时穿的
非常帅气的礼服。"
782,magma-suit,熔岩装,22,0,,,"集熔岩队科学技术于一身的服装。
能承受任何冲击。"
783,aqua-suit,海洋装,22,0,,,"集海洋队科学技术于一身的服装。
能承受任何冲击。"
784,pair-of-tickets,双人票,22,0,,,"在绿岭宇宙中心举办的
天体展览的双人票。"
785,mega-bracelet,超级手镯,21,0,,,"蕴藏着未知力量的手镯。
能让携带着超级石战斗的
宝可梦进行超级进化。"
786,mega-pendant,超级吊坠,23,0,,,"蕴藏着未知力量的吊坠。
能让携带着超级石战斗的
宝可梦进行超级进化。"
787,mega-glasses,超级眼镜,23,0,,,"蕴藏着未知力量的眼镜。
能让携带着超级石战斗的
宝可梦进行超级进化。"
788,mega-anchor,超级船锚,23,0,,,"蕴藏着未知力量的船锚。
能让携带着超级石战斗的
宝可梦进行超级进化。"
789,mega-stickpin,超级领针,23,0,,,"蕴藏着未知力量的领针。
能让携带着超级石战斗的
宝可梦进行超级进化。"
790,mega-tiara,超级头冠,23,0,,,"蕴藏着未知力量的头冠。
能让携带着超级石战斗的
宝可梦进行超级进化。"
791,mega-anklet,超级脚镯,23,0,,,"蕴藏着未知力量的脚镯。
能让携带着超级石战斗的
宝可梦进行超级进化。"
793,swampertite,巨沼怪进化石,44,0,80.0,,"让巨沼怪携带后，
在战斗时就能进行超级进化的
一种神奇超级石。"
794,sceptilite,蜥蜴王进化石,44,0,80.0,,"让蜥蜴王携带后，
在战斗时就能进行超级进化的
一种神奇超级石。"
795,sablenite,勾魂眼进化石,44,0,80.0,,"让勾魂眼携带后，
在战斗时就能进行超级进化的
一种神奇超级石。"
796,altarianite,七夕青鸟进化石,44,0,80.0,,"让七夕青鸟携带后，
在战斗时就能进行超级进化的
一种神奇超级石。"
797,galladite,艾路雷朵进化石,44,0,80.0,,"让艾路雷朵携带后，
在战斗时就能进行超级进化的
一种神奇超级石。"
798,audinite,差不多娃娃进化石,44,0,80.0,,"让差不多娃娃携带后，
在战斗时就能进行超级进化的
一种神奇超级石。"
799,metagrossite,巨金怪进化石,44,0,80.0,,"让巨金怪携带后，
在战斗时就能进行超级进化的
一种神奇超级石。"
800,sharpedonite,巨牙鲨进化石,44,0,80.0,,"让巨牙鲨携带后，
在战斗时就能进行超级进化的
一种神奇超级石。"
801,slowbronite,呆壳兽进化石,44,0,80.0,,"让呆壳兽携带后，
在战斗时就能进行超级进化的
一种神奇超级石。"
802,steelixite,大钢蛇进化石,44,0,80.0,,"让大钢蛇携带后，
在战斗时就能进行超级进化的
一种神奇超级石。"
803,pidgeotite,大比鸟进化石,44,0,80.0,,"让大比鸟携带后，
在战斗时就能进行超级进化的
一种神奇超级石。"
804,glalitite,冰鬼护进化石,44,0,80.0,,"让冰鬼护携带后，
在战斗时就能进行超级进化的
一种神奇超级石。"
805,diancite,蒂安希进化石,44,0,80.0,,"让蒂安希携带后，
在战斗时就能进行超级进化的
一种神奇超级石。"
806,prison-bottle,惩戒之壶,21,0,,,"据说在很久以前封印着
某只宝可梦力量的壶。"
807,mega-cuff,超级护腕,23,0,,,"蕴藏着未知力量的护腕。
能让携带着超级石战斗的
宝可梦进行超级进化。"
808,cameruptite,喷火驼进化石,44,0,80.0,,"喷火驼携带后，
在战斗时就能进行超级进化的
一种神奇超级石。"
809,lopunnite,长耳兔进化石,44,0,80.0,,"长耳兔携带后，
在战斗时就能进行超级进化的
一种神奇超级石。"
810,salamencite,暴飞龙进化石,44,0,80.0,,"暴飞龙携带后，
在战斗时就能进行超级进化的
一种神奇超级石。"
811,beedrillite,大针蜂进化石,44,0,80.0,,"大针蜂携带后，
在战斗时就能进行超级进化的
一种神奇超级石。"
814,key-stone,钥石,21,0,,,"蕴藏着未知力量的石头。
能让携带着超级石战斗的
宝可梦进行超级进化。"
815,meteorite-shard,陨石碎片,22,0,,,"掉落在石之洞窟里的
陨石碎片之一。
摸上去有一点点暖暖的。"
816,eon-flute,无限之笛,21,0,,,"无论身在何处，
都能召唤拉帝欧斯或
拉帝亚斯的笛子。"
817,normalium-z--held,一般Ｚ,46,0,,,"Ｚ力量的结晶。
会将一般属性的招式
升级成Ｚ招式。"
818,firium-z--held,火Ｚ,46,0,,,"Ｚ力量的结晶。
会将火属性的招式
升级成Ｚ招式。"
819,waterium-z--held,水Ｚ,46,0,,,"Ｚ力量的结晶。
会将水属性的招式
升级成Ｚ招式。"
820,electrium-z--held,电Ｚ,46,0,,,"Ｚ力量的结晶。
会将电属性的招式
升级成Ｚ招式。"
821,grassium-z--held,草Ｚ,46,0,,,"Ｚ力量的结晶。
会将草属性的招式
升级成Ｚ招式。"
822,icium-z--held,冰Ｚ,46,0,,,"Ｚ力量的结晶。
会将冰属性的招式
升级成Ｚ招式。"
823,fightinium-z--held,格斗Ｚ,46,0,,,"Ｚ力量的结晶。
会将格斗属性的招式
升级成Ｚ招式。"
824,poisonium-z--held,毒Ｚ,46,0,,,"Ｚ力量的结晶。
会将毒属性的招式
升级成Ｚ招式。"
825,groundium-z--held,地面Ｚ,46,0,,,"Ｚ力量的结晶。
会将地面属性的招式
升级成Ｚ招式。"
826,flyinium-z--held,飞行Ｚ,46,0,,,"Ｚ力量的结晶。
会将飞行属性的招式
升级成Ｚ招式。"
827,psychium-z--held,超能力Ｚ,46,0,,,"Ｚ力量的结晶。
会将超能力属性的招式
升级成Ｚ招式。"
828,buginium-z--held,虫Ｚ,46,0,,,"Ｚ力量的结晶。
会将虫属性的招式
升级成Ｚ招式。"
829,rockium-z--held,岩石Ｚ,46,0,,,"Ｚ力量的结晶。
会将岩石属性的招式
升级成Ｚ招式。"
830,ghostium-z--held,幽灵Ｚ,46,0,,,"Ｚ力量的结晶。
会将幽灵属性的招式
升级成Ｚ招式。"
831,dragonium-z--held,龙Ｚ,46,0,,,"Ｚ力量的结晶。
会将龙属性的招式
升级成Ｚ招式。"
832,darkinium-z--held,恶Ｚ,46,0,,,"Ｚ力量的结晶。
会将恶属性的招式
升级成Ｚ招式。"
833,steelium-z--held,钢Ｚ,46,0,,,"Ｚ力量的结晶。
会将钢属性的招式
升级成Ｚ招式。"
834,fairium-z--held,妖精Ｚ,46,0,,,"Ｚ力量的结晶。
会将妖精属性的招式
升级成Ｚ招式。"
835,pikanium-z--held,皮卡丘Ｚ,46,0,,,"Ｚ力量的结晶。
会将皮卡丘的伏特攻击
升级成Ｚ招式。"
836,bottle-cap,银色王冠,24,5000,30.0,,"银色的美丽王冠。
有些人收到它会很高兴。"
837,gold-bottle-cap,金色王冠,24,10000,30.0,,"金色的美丽王冠。
比银色王冠珍贵。
有些人收到它会很高兴。"
838,z-ring,Ｚ手环,21,0,,,"通过使用训练家的
气力和体力来让宝可梦
释放出Ｚ力量的神奇手环。"
839,decidium-z--held,狙射树枭Ｚ,46,0,,,"Ｚ力量的结晶。
会将狙射树枭的缝影
升级成Ｚ招式。"
840,incinium-z--held,炽焰咆哮虎Ｚ,46,0,,,"Ｚ力量的结晶。
会将炽焰咆哮虎的ＤＤ金勾臂
升级成Ｚ招式。"
841,primarium-z--held,西狮海壬Ｚ,46,0,,,"Ｚ力量的结晶。
会将西狮海壬的泡影的咏叹调
升级成Ｚ招式。"
842,tapunium-z--held,卡璞Ｚ,46,0,,,"Ｚ力量的结晶。
会将卡璞们的自然之怒
升级成Ｚ招式。"
843,marshadium-z--held,玛夏多Ｚ,46,0,,,"Ｚ力量的结晶。
会将玛夏多的暗影偷盗
升级成Ｚ招式。"
844,aloraichium-z--held,阿罗雷Ｚ,46,0,,,"Ｚ力量的结晶。
会将阿罗拉地区雷丘的
十万伏特升级成Ｚ招式。"
845,snorlium-z--held,卡比兽Ｚ,46,0,,,"Ｚ力量的结晶。
会将卡比兽的终极冲击
升级成Ｚ招式。"
846,eevium-z--held,伊布Ｚ,46,0,,,"Ｚ力量的结晶。
会将伊布的珍藏
升级成Ｚ招式。"
847,mewnium-z--held,梦幻Ｚ,46,0,,,"Ｚ力量的结晶。
会将梦幻的精神强念
升级成Ｚ招式。"
877,pikashunium-z--held,智皮卡Ｚ,46,0,,,"Ｚ力量的结晶。
会将戴着帽子的皮卡丘的
十万伏特升级成Ｚ招式。"
878,forage-bag,材料袋,21,0,,,"将丛林里收集到的材料
装在一起的袋子。
在玛奥的考验中使用。"
879,fishing-rod,钓竿,21,0,,,"水莲队长制作的钓竿。
如果向着岩石阴影那边使用，
就能钓到宝可梦。"
880,professors-mask,博士的面罩,22,0,,,"皇家蒙面人的面罩。
好像是职业摔角手
自己用缝纫机缝制的。"
881,festival-ticket,圆庆票,21,10,,,"可以在圆庆广场
开启游乐项目。"
882,sparkling-stone,光辉石,22,0,,,"从被认为是阿罗拉守护神的
宝可梦那里得到的石头。
据说其光辉下有着某种秘密。"
883,adrenaline-orb,胆怯球,12,4000,30.0,,"让宝可梦携带后，
在受到威吓时速度会提高。"
884,zygarde-cube,基格尔德多面体,21,0,,,"聚集了宝可梦基格尔德的
核心和细胞的道具。
可以改变基格尔德的样子。"
885,ice-stone,冰之石,10,3000,30.0,,"能让某些特定宝可梦
进化的神奇石头。
有着雪花般的花纹。"
886,ride-pager,骑行装置,23,0,,,"通过输入编号，瞬间召唤
与编号对应的坐骑宝可梦的道具。"
887,beast-ball,究极球,33,0,,,"有些与众不同的精灵球。
很难捕捉一般的宝可梦。"
888,big-malasada,大马拉萨达,30,350,30.0,,"阿罗拉特产的油炸面包。
能治愈１只宝可梦的
所有异常状态。"
889,red-nectar,朱红色花蜜,18,300,10.0,,"在乌拉乌拉花园里获得的花蜜。
可以改变特定宝可梦的样子。"
