"id",name_en,name_zh,"generation_id","base_hp","base_attack","base_defense","base_sp_attack","base_sp_defense","base_speed","height","weight","base_experience","gender_rate","capture_rate","growth_rate_id","description","order"
"852","clobbopus","拳拳蛸","8","50","68","60","50","50","32","0.6","4.0","62","4","180","4","智商大致相当于３岁的儿童。
虽然触手经常断掉，但因为
能再生，所以它并不在意。","852"
"853","grapploct","八爪武师","8","80","118","90","70","80","42","1.6","39.0","168","4","45","4","会为了试自己的身手
而登上陆地寻找对手。
战斗结束后就会回到海里。","853"
"854","sinistea","来悲茶","8","40","45","45","74","54","50","0.1","0.2","62","-1","120","2","被它当成住处的茶杯
是有名的古董餐具。
市面上有很多赝品。","854"
"855","polteageist","怖思壶","8","60","65","65","134","114","70","0.2","0.4","178","-1","60","2","每当发现喝剩的红茶，
它就会把自己的身体倒进去，
让那壶红茶变成怖思壶。","855"
"856","hatenna","迷布莉姆","8","42","30","45","56","53","39","0.4","3.4","53","8","235","1","喜欢没有人烟的地方。
一旦感觉到强烈的感情，
就会一溜烟地逃走。","856"
"857","hattrem","提布莉姆","8","57","40","65","86","73","49","0.6","4.8","130","8","120","1","会用头上的辫子攻击对手，
让对方安静下来。破坏力
强到能一击ＫＯ职业拳击手。","857"
"858","hatterene","布莉姆温","8","57","90","95","136","103","29","2.1","5.1","255","8","45","1","又被称为森林魔女。
如果有人大吵大闹，可能会
被它用触手上的爪子撕碎。","858"
"859","impidimp","捣蛋小妖","8","45","45","30","55","40","50","0.4","5.5","53","0","255","2","不但会溜进民宅偷盗，
还会吸收人们悔恨时
的负面能量。","859"
"860","morgrem","诈唬魔","8","65","60","45","75","55","70","0.8","12.5","130","0","120","2","喜欢动歪脑筋，把人们
引诱到深夜的森林中。
似乎拥有培育农作物的能力。","860"
"861","grimmsnarl","长毛巨魔","8","95","120","65","95","75","60","1.5","61.0","255","0","45","2","毛发能发挥肌肉纤维般的作用。
伸展开来时会像触手那样
把对手缠绕起来。","861"
"862","obstagoon","堵拦熊","8","93","90","101","60","81","95","1.6","46.0","260","4","45","2","在不断的斗争中得到了进化。
它交叉着双臂发出的怒吼
能让一切对手都为之胆怯。","862"
"863","perrserker","喵头目","8","70","110","100","50","60","50","0.8","28.0","154","4","90","2","在日复一日的战斗中得以进化。
进化的结果是那危险的指甲，
留长后能当作短剑来用。","863"
"864","cursola","魔灵珊瑚","8","60","95","50","145","130","30","1.0","0.4","179","6","30","3","一定要小心它那包覆着
灵魂的灵体。如果触摸到，
就会像石头一样动弹不得。","864"
"865","sirfetchd","葱游兵","8","62","135","95","68","82","65","0.8","117.0","177","4","45","2","会用坚硬的葱叶抵挡攻击，
接着用锋利的茎反击。
它的葱既是武器也是食材。","865"
"866","mr-rime","踏冰人偶","8","80","85","75","110","100","70","1.5","58.2","182","4","45","2","幽默的动作使它获得了
众人的喜爱。能从腹部的
图案释放出精神力量。","866"
"867","runerigus","迭失板","8","58","95","145","50","105","30","1.6","66.6","169","4","90","2","绝对不能触摸它影子般的
身体，否则它会让你看到
印刻在它画中的恐怖记忆。","867"
"868","milcery","小仙奶","8","45","40","40","50","61","34","0.2","0.3","54","8","200","2","据说有小仙奶
现身过的蛋糕店
保证能生意兴隆。","868"
"869","alcremie","霜奶仙","8","65","60","75","110","121","64","0.3","0.5","173","8","100","2","当它感到幸福的时候，
手中产生出的鲜奶油
会变得更加香浓甜美。","869"
"870","falinks","列阵兵","8","65","100","100","70","60","75","3.0","62.0","165","-1","45","2","６只为一体的宝可梦。
惯于团队行动，会一边
变换阵形一边战斗。","870"
"871","pincurchin","啪嚓海胆","8","48","101","95","91","85","15","0.3","1.0","152","4","75","2","每根刺里都储存着电力。
即使是折断的刺也至少
能连续放电３小时。","871"
"872","snom","雪吞虫","8","30","25","35","45","30","20","0.3","3.8","37","4","190","2","会吃地面上的积雪。
吃得越多，背上的
刺就会长得越挺拔。","872"
"873","frosmoth","雪绒蛾","8","70","65","60","125","90","65","1.3","42.0","166","4","75","2","绝不放过破坏山野环境的人。
会用冰冷的翅膀四处飞翔，
制造出暴风雪来惩罚他们。","873"
"874","stonjourner","巨石丁","8","100","125","135","20","20","70","2.5","520.0","165","4","60","1","每年会有一天，它们会在
特定的时间突然出现，
聚集在一起排成一个圈。","874"
"875","eiscue","冰砌鹅","8","75","80","110","65","90","50","1.4","89.0","165","4","60","1","无论何时都用冰块冰镇着
自己怕热的脸。会把头顶
上的毛垂到海里钓食物吃。","875"
"876","indeedee","爱管侍","8","60","65","55","105","95","95","0.9","28.0","166","4","30","3","能通过自己的角去
感受附近生物的情感。
正面情绪是它的能量之源。","876"
"877","morpeko","莫鲁贝可","8","58","95","58","70","58","97","0.3","3.0","153","4","180","2","无论怎么吃都会马上肚子饿。
十分珍爱自己用电烘烤过的
种子，随时都带在身上。","877"
"878","cufant","铜象","8","72","80","49","40","49","40","1.2","100.0","66","4","190","2","擅长需要力气的工作。
铜质的身体会因雨水而生锈，
转变成鲜艳的绿色。","878"
"879","copperajah","大王铜象","8","122","130","69","80","69","30","3.0","650.0","175","4","90","2","群居的宝可梦。
鼻子的握力十分强劲，
甚至能把大石头弄得粉碎。","879"
"880","dracozolt","雷鸟龙","8","90","100","90","80","70","75","1.8","190.0","177","-1","45","1","会用尾部结实的肌肉
发电。与下半身相比，
上半身真的太小了。","880"
"881","arctozolt","雷鸟海兽","8","90","100","90","90","80","55","2.3","150.0","177","-1","45","1","曾经生活在古代的海边，
能用身体的冰来保存食物，
但由于动作太迟缓而灭绝了。","881"
"882","dracovish","鳃鱼龙","8","90","90","100","70","80","75","2.3","215.0","177","-1","45","1","虽然能用自豪的脚力
以６０公里的时速奔跑，
但是只能在水中呼吸。","882"
"883","arctovish","鳃鱼海兽","8","90","90","100","80","90","55","2.0","175.0","177","-1","45","1","面部的皮肤无论受到什么攻击
都不会受伤，但由于呼吸起来
不方便而灭绝了。","883"
"884","duraludon","铝钢龙","8","70","95","115","120","50","85","1.8","40.0","187","4","45","2","由特殊金属构成的身体
十分轻盈，能够灵活地活动。
不喜欢下雨，所以住在洞窟里。","884"
"885","dreepy","多龙梅西亚","8","28","60","30","40","30","82","0.5","2.0","54","4","45","1","虽然单独１只弱得甚至敌不过小孩，
但会和伙伴合作一起锻炼，
通过进化而变得更强。","885"
"886","drakloak","多龙奇","8","68","80","50","60","50","102","1.4","11.0","144","4","45","1","要是没让自己在照顾的多龙梅西亚
乘在头上就静不下心来，甚至会
因此试图把别的宝可梦放到头上。","886"
"887","dragapult","多龙巴鲁托","8","88","120","75","100","75","142","3.0","50.0","300","4","45","1","它角里的多龙梅西亚
似乎满心期待着能被
以音速发射出去。","887"
"888","zacian","苍响","8","92","120","115","80","115","138","2.8","110.0","335","-1","10","1","这只宝可梦被认为是沉睡已久的
藏玛然特的姐姐，也有人
认为它们之间是劲敌关系。","888"
"889","zamazenta","藏玛然特","8","92","120","115","80","115","138","2.9","210.0","335","-1","10","1","以石像般的姿态陷入
长久沉眠的宝可梦。
几乎就要被人们所遗忘。","889"
"890","eternatus","无极汰那","8","140","85","95","145","95","130","20.0","950.0","345","-1","255","1","来自于２万年前坠落
到地上的陨石之中。
似乎与极巨化之谜有所关联。","890"
"891","kubfu","熊徒弟","8","60","90","60","53","50","72","0.6","12.0","77","1","3","1","拉紧头上又白又长的体毛，
就会变得斗气势高昂，
并从丹田涌出力量。","891"
"892","urshifu","武道熊师","8","100","130","100","63","60","97","1.9","105.0","275","1","3","1","生活在遥远地区的山岳地带。
通过在断崖绝壁上奔跑
来锻炼腰腿，磨炼招式。","892"
"893","zarude","萨戮德","8","105","120","105","70","95","105","1.8","70.0","300","-1","3","1","长在身上的藤蔓断掉之后
会变成土壤的养分，
帮助森林中的植物成长。","893"
"894","regieleki","雷吉艾勒奇","8","80","100","50","100","50","200","1.2","145.0","290","-1","3","1","整个身体是制造电能的
器官。可以制造出
伽勒尔全域所需的电力。","894"
"895","regidrago","雷吉铎拉戈","8","200","100","50","100","50","80","2.1","200.0","290","-1","3","1","整个身体是龙之能量的
结晶。据说它拥有
所有龙宝可梦的能力。","895"
"896","glastrier","雪暴马","8","100","145","130","65","110","30","2.2","800.0","290","-1","3","1","拥有十分惊人的怪力。
戴在脸上的冰之面罩
硬度是钻石的１００倍","896"
"897","spectrier","灵幽马","8","100","65","60","145","80","130","2.0","44.5","290","-1","3","1","在黑暗的夜晚中奔跑，吸取
正在睡觉的生物的生命能量。
喜欢孤独和静寂。","897"
"898","calyrex","蕾冠王","8","100","80","80","80","80","80","1.1","7.7","250","-1","3","1","曾经在很久以前统治着
伽勒尔的传说之王。拥有
治愈心灵和让草木发芽的能力。","898"
"899","wyrdeer","诡角鹿","8","103","105","72","105","75","65","1.8","95.1","263","4","135","1","","899"
"900","kleavor","劈斧螳螂","8","70","135","95","45","70","85","1.8","89.0","175","4","115","2","","900"
"901","ursaluna","月月熊","8","130","140","105","45","80","50","2.4","290.0","275","4","75","2","","901"
"902","basculegion","幽尾玄鱼","8","120","112","65","80","75","78","3.0","110.0","265","4","135","2","","902"
"903","sneasler","大狃拉","8","80","130","60","40","80","120","1.3","43.0","102","4","135","4","","903"
"904","overqwil","万针鱼","8","85","115","95","65","65","85","2.5","60.5","179","4","135","2","","904"
"905","enamorus","眷恋云","8","74","115","70","135","80","106","1.6","48.0","116","8","3","1","","905"
"906","sprigatito","新叶喵","9","40","61","54","45","45","65","0.4","4.1","62","1","45","4","","906"
"907","floragato","蒂蕾喵","9","61","80","63","60","63","83","0.9","12.2","144","1","45","4","","907"
"908","meowscarada","魔幻假面喵","9","76","110","70","81","70","123","1.5","31.2","265","1","45","4","","908"
"909","fuecoco","呆火鳄","9","67","45","59","63","40","36","0.4","9.8","62","1","45","4","","909"
"910","crocalor","炙烫鳄","9","81","55","78","90","58","49","1.0","30.7","144","1","45","4","","910"
"911","skeledirge","骨纹巨声鳄","9","104","75","100","110","75","66","1.6","326.5","265","1","45","4","","911"
"912","quaxly","润水鸭","9","55","65","45","50","45","50","0.5","6.1","62","1","45","4","","912"
"913","quaxwell","涌跃鸭","9","70","85","65","65","60","65","1.2","21.5","144","1","45","4","","913"
"914","quaquaval","狂欢浪舞鸭","9","85","120","80","85","75","85","1.8","61.9","265","1","45","4","","914"
"915","lechonk","爱吃豚","9","54","45","40","35","45","35","0.5","10.2","51","4","255","2","","915"
"916","oinkologne","飘香豚","9","110","100","75","59","80","65","1.0","120.0","171","0","100","2","","916"
"917","tarountula","团珠蛛","9","35","41","45","29","40","20","0.3","4.0","42","4","255","5","","917"
"918","spidops","操陷蛛","9","60","79","92","52","86","35","1.0","16.5","141","4","120","5","","918"
"919","nymble","豆蟋蟀","9","33","46","40","21","25","45","0.2","1.0","42","4","190","2","","919"
"920","lokix","烈腿蝗","9","71","102","78","52","55","92","1.0","17.5","158","4","30","2","","920"
"921","pawmi","布拨","9","45","50","20","40","25","60","0.3","2.5","48","4","190","2","","921"
"922","pawmo","布土拨","9","60","75","40","50","40","85","0.4","6.5","123","4","80","2","","922"
"923","pawmot","巴布土拨","9","70","115","70","70","60","105","0.9","41.0","245","4","45","2","","923"
"924","tandemaus","一对鼠","9","50","50","45","40","45","75","0.3","1.8","61","-1","150","3","","924"
"925","maushold","一家鼠","9","74","75","70","65","75","111","0.3","2.3","165","-1","75","3","","925"
"926","fidough","狗仔包","9","37","55","70","30","55","65","0.3","10.9","62","4","190","4","","926"
"927","dachsbun","麻花犬","9","57","80","115","50","80","95","0.5","14.9","167","4","90","4","","927"
"928","smoliv","迷你芙","9","41","35","45","58","51","30","0.3","6.5","52","4","255","4","","928"
"929","dolliv","奥利纽","9","52","53","60","78","78","33","0.6","11.9","124","4","120","4","","929"
"930","arboliva","奥利瓦","9","78","69","90","125","109","39","1.4","48.2","255","4","45","4","","930"
"931","squawkabilly","怒鹦哥","9","82","96","51","45","51","92","0.6","2.4","146","4","190","5","","931"
"932","nacli","盐石宝","9","55","55","75","35","35","25","0.4","16.0","56","4","255","4","","932"
"933","naclstack","盐石垒","9","60","60","100","35","65","35","0.6","105.0","124","4","120","4","","933"
"934","garganacl","盐石巨灵","9","100","100","130","45","90","35","2.3","240.0","250","4","45","4","","934"
"935","charcadet","炭小侍","9","40","50","40","50","40","35","0.6","10.5","51","4","90","1","","935"
"936","armarouge","红莲铠骑","9","85","60","100","125","80","75","1.5","85.0","263","4","25","1","","936"
"937","ceruledge","苍炎刃鬼","9","75","125","80","60","100","85","1.6","62.0","263","4","25","1","","937"
"938","tadbulb","光蚪仔","9","61","31","41","59","35","45","0.3","0.4","54","4","190","2","","938"
"939","bellibolt","电肚蛙","9","109","64","91","103","83","45","1.2","113.0","173","4","50","2","","939"
"940","wattrel","电海燕","9","40","40","35","55","40","70","0.4","3.6","56","4","180","4","","940"
"941","kilowattrel","大电海燕","9","70","70","60","105","60","125","1.4","38.6","172","4","90","4","","941"
"942","maschiff","偶叫獒","9","60","78","60","40","51","51","0.5","16.0","68","4","150","4","","942"
"943","mabosstiff","獒教父","9","80","120","90","60","70","85","1.1","61.0","177","4","75","4","","943"
"944","shroodle","滋汁鼹","9","40","65","35","40","35","75","0.2","0.7","58","4","190","4","","944"
"945","grafaiai","涂标客","9","63","95","65","80","72","110","0.7","27.2","170","4","90","4","","945"
"946","bramblin","纳噬草","9","40","65","30","45","35","60","0.6","0.6","55","4","190","2","","946"
"947","brambleghast","怖纳噬草","9","55","115","70","80","70","90","1.2","6.0","168","4","45","2","","947"
"948","toedscool","原野水母","9","40","40","35","50","100","70","0.9","33.0","67","4","190","4","","948"
"949","toedscruel","陆地水母","9","80","70","65","80","120","100","1.9","58.0","180","4","90","4","","949"
"950","klawf","毛崖蟹","9","70","100","115","35","55","75","1.3","79.0","158","4","120","2","","950"
"951","capsakid","热辣娃","9","50","62","40","62","40","50","0.3","3.0","61","4","190","2","","951"
"952","scovillain","狠辣椒","9","65","108","65","108","65","75","0.9","15.0","170","4","75","2","","952"
"953","rellor","虫滚泥","9","41","50","60","31","58","30","0.2","1.0","54","4","190","3","","953"
"954","rabsca","虫甲圣","9","75","50","85","115","100","45","0.3","3.5","165","4","45","3","","954"
"955","flittle","飘飘雏","9","30","35","30","55","30","75","0.2","1.5","51","4","120","4","","955"
"956","espathra","超能艳鸵","9","95","60","60","101","60","105","1.9","90.0","168","4","60","4","","956"
"957","tinkatink","小锻匠","9","50","45","45","35","64","58","0.4","8.9","59","8","190","4","","957"
"958","tinkatuff","巧锻匠","9","65","55","55","45","82","78","0.7","59.1","133","8","90","4","","958"
"959","tinkaton","巨锻匠","9","85","75","77","70","105","94","0.7","112.8","253","8","45","4","","959"
"960","wiglett","海地鼠","9","10","55","25","35","25","95","1.2","1.8","49","4","255","2","","960"
"961","wugtrio","三海地鼠","9","35","100","50","50","70","120","1.2","5.4","149","4","50","2","","961"
"962","bombirdier","下石鸟","9","70","103","85","60","85","82","1.5","42.9","243","4","25","1","","962"
"963","finizen","波普海豚","9","70","45","40","45","40","75","1.3","60.2","63","4","200","1","","963"
"964","palafin","海豚侠","9","100","70","72","53","62","100","1.3","60.2","160","4","45","1","","964"
"965","varoom","噗隆隆","9","45","70","63","30","45","47","1.0","35.0","60","4","190","2","","965"
"966","revavroom","普隆隆姆","9","80","119","90","54","67","90","1.8","120.0","175","4","75","2","","966"
"967","cyclizar","摩托蜥","9","70","95","65","85","65","121","1.6","63.0","175","4","190","4","","967"
"968","orthworm","拖拖蚓","9","70","85","145","60","55","65","2.5","310.0","240","4","25","1","","968"
"969","glimmet","晶光芽","9","48","35","42","105","60","60","0.7","8.0","70","4","70","4","","969"
"970","glimmora","晶光花","9","83","55","90","130","81","86","1.5","45.0","184","4","25","4","","970"
"971","greavard","墓仔狗","9","50","61","60","30","55","34","0.6","35.0","58","4","120","4","","971"
"972","houndstone","墓扬犬","9","72","101","100","50","97","68","2.0","15.0","171","4","60","4","","972"
"973","flamigo","纏红鹤","9","82","115","74","75","64","90","1.6","37.0","175","4","100","4","","973"
"974","cetoddle","走鲸","9","108","68","45","30","40","43","1.2","45.0","67","4","150","4","","974"
"975","cetitan","浩大鲸","9","170","113","65","45","55","73","4.5","700.0","182","4","50","4","","975"
"976","veluza","轻身鳕","9","90","102","73","78","65","70","2.5","90.0","167","4","100","3","","976"
"977","dondozo","吃吼霸","9","150","100","115","65","65","35","12.0","220.0","265","4","25","1","","977"
"978","tatsugiri","米立龙","9","68","50","60","120","95","82","0.3","8.0","166","4","100","4","","978"
"979","annihilape","弃世猴","9","110","115","80","50","90","90","1.2","56.0","268","4","45","2","","979"
"980","clodsire","土王","9","130","75","60","45","100","20","1.8","223.0","151","4","90","2","","980"
"981","farigiraf","奇麒麟","9","120","90","70","110","70","60","3.2","160.0","260","4","45","2","","981"
"982","dudunsparce","土龙节节","9","125","100","80","85","75","55","3.6","39.2","182","4","45","2","","982"
"983","kingambit","仆刀将军","9","100","135","120","60","85","50","2.0","120.0","275","4","25","2","","983"
"984","great-tusk","雄伟牙","9","115","131","131","53","53","87","2.2","320.0","285","-1","30","1","","984"
"985","scream-tail","吼叫尾","9","115","65","99","65","115","111","1.2","8.0","285","-1","50","1","","985"
"986","brute-bonnet","猛恶菇","9","111","127","99","79","99","55","1.2","21.0","285","-1","50","1","","986"
"987","flutter-mane","振翼发","9","55","55","55","135","135","135","1.4","4.0","285","-1","30","1","","987"
"988","slither-wing","爬地翅","9","85","135","79","85","105","81","3.2","92.0","285","-1","30","1","","988"
"989","sandy-shocks","沙铁皮","9","85","81","97","121","85","101","2.3","60.0","285","-1","30","1","","989"
"990","iron-treads","铁轍迹","9","90","112","120","72","70","106","0.9","240.0","285","-1","30","1","","990"
"991","iron-bundle","铁包袱","9","56","80","114","124","60","136","0.6","11.0","285","-1","50","1","","991"
"992","iron-hands","铁臂膀","9","154","140","108","50","68","50","1.8","380.7","285","-1","50","1","","992"
"993","iron-jugulis","铁脖颈","9","94","80","86","122","80","108","1.3","111.0","285","-1","30","1","","993"
"994","iron-moth","铁毒蛾","9","80","70","60","140","110","110","1.2","36.0","285","-1","30","1","","994"
"995","iron-thorns","铁荆棘","9","100","134","110","70","84","72","1.6","303.0","285","-1","30","1","","995"
"996","frigibax","凉脊龙","9","65","75","45","35","45","55","0.5","17.0","64","4","45","1","","996"
"997","arctibax","冻脊龙","9","90","95","66","45","65","62","0.8","30.0","148","4","25","1","","997"
"998","baxcalibur","戟脊龙","9","115","145","92","75","86","87","2.1","210.0","300","4","10","1","","998"
"999","gimmighoul","索财灵","9","45","30","70","75","70","10","0.3","5.0","60","-1","45","1","","999"
"1000","gholdengo","赛富豪","9","87","60","95","133","91","84","1.2","30.0","275","-1","45","1","","1000"
"1001","wo-chien","古简蜗","9","85","85","100","95","135","70","1.5","74.2","285","-1","6","1","","1001"
"1002","chien-pao","古剑豹","9","80","120","80","90","65","135","1.9","152.2","285","-1","6","1","","1002"
"1003","ting-lu","古鼎鹿","9","155","110","125","55","80","45","2.7","699.7","285","-1","6","1","","1003"
"1004","chi-yu","古玉鱼","9","55","80","80","135","120","100","0.4","4.9","285","-1","6","1","","1004"
"1005","roaring-moon","轰鸣月","9","105","139","71","55","101","119","2.0","380.0","295","-1","10","1","","1005"
"1006","iron-valiant","铁武者","9","74","130","90","120","60","116","1.4","35.0","295","-1","10","1","","1006"
"1007","koraidon","故勒顿","9","100","135","115","85","100","135","2.5","303.0","335","-1","3","1","","1007"
"1008","miraidon","密勒顿","9","100","85","100","135","115","135","3.5","240.0","335","-1","3","1","","1008"
"1009","walking-wake","波荡水","9","99","83","91","125","83","109","3.5","280.0","295","-1","5","1","","1009"
"1010","iron-leaves","铁斑叶","9","90","130","88","70","108","104","1.5","125.0","295","-1","5","1","","1010"
"1011","dipplin","裹蜜虫","9","80","80","110","95","80","40","0.4","9.7","170","-1","45","1","","1011"
"1012","poltchageist","斯魔茶","9","40","45","45","74","54","50","0.1","1.1","62","-1","120","1","","1012"
"1013","sinistcha","来悲粗茶","9","71","60","106","121","80","70","0.2","2.2","178","-1","60","1","","1013"
"1014","okidogi","够赞狗","9","88","128","115","58","86","80","1.8","92.2","278","-1","3","1","","1014"
"1015","munkidori","愿增猿","9","88","75","66","130","90","106","1.0","12.2","278","-1","3","1","","1015"
"1016","fezandipiti","吉雉鸡","9","88","91","82","70","125","99","1.4","30.1","278","-1","3","1","","1016"
"1017","ogerpon","厄诡椪","9","80","120","84","60","96","110","1.2","39.8","275","-1","5","1","","1017"
"1018","archaludon","铝钢桥龙","9","90","105","130","125","65","85","2.0","60.0","300","4","10","2","","1018"
"1019","hydrapple","蜜集大蛇","9","106","80","110","120","80","44","1.8","93.0","270","4","10","5","","1019"
"1020","gouging-fire","破空焰","9","105","115","121","65","93","91","3.5","590.0","295","-1","10","1","","1020"
"1021","raging-bolt","猛雷鼓","9","125","73","91","137","89","75","5.2","480.0","295","-1","10","1","","1021"
"1022","iron-boulder","鐵磐岩","9","90","120","80","68","108","124","1.5","162.5","295","-1","10","1","","1022"
"1023","iron-crown","鐵頭殼","9","90","72","100","122","108","98","1.6","156.0","295","-1","10","1","","1023"
"1024","terapagos","太乐巴戈斯","9","90","65","85","65","85","60","0.2","6.5","90","-1","255","1","","1024"
"1025","pecharunt","桃歹郎","9","88","88","160","88","88","88","0.3","0.3","300","-1","3","1","","1025"
